id,name,type,power,accuracy,pp,damage_class,effect
749,tar-shot,rock,,100,15,status,""
750,magic-powder,psychic,,100,20,status,""
751,dragon-darts,dragon,50,100,10,physical,""
752,teatime,normal,,,10,status,""
753,octolock,fighting,,100,15,status,""
754,bolt-beak,electric,85,100,10,physical,""
755,fishious-rend,water,85,100,10,physical,""
756,court-change,normal,,100,10,status,""
757,max-flare,fire,100,,10,physical,"Inflicts regular damage."
758,max-flutterby,bug,10,,10,physical,"Inflicts regular damage."
759,max-lightning,electric,10,,10,physical,"Inflicts regular damage."
760,max-strike,normal,10,,10,physical,"Inflicts regular damage."
761,max-knuckle,fighting,10,,10,physical,"Inflicts regular damage."
762,max-phantasm,ghost,10,,10,physical,"Inflicts regular damage."
763,max-hailstorm,ice,10,,10,physical,"Inflicts regular damage."
764,max-ooze,poison,10,,10,physical,"Inflicts regular damage."
765,max-geyser,water,10,,10,physical,"Inflicts regular damage."
766,max-airstream,flying,10,,10,physical,"Inflicts regular damage."
767,max-starfall,fairy,10,,10,physical,"Inflicts regular damage."
768,max-wyrmwind,dragon,10,,10,physical,"Inflicts regular damage."
769,max-mindstorm,psychic,10,,10,physical,"Inflicts regular damage."
770,max-rockfall,rock,10,,10,physical,"Inflicts regular damage."
771,max-quake,ground,10,,10,physical,"Inflicts regular damage."
772,max-darkness,dark,10,,10,physical,"Inflicts regular damage."
773,max-overgrowth,grass,10,,10,physical,"Inflicts regular damage."
774,max-steelspike,steel,10,,10,physical,"Inflicts regular damage."
775,clangorous-soul,dragon,,100,5,status,""
776,body-press,fighting,80,100,10,physical,""
777,decorate,fairy,,,15,status,""
778,drum-beating,grass,80,100,10,physical,"Inflicts regular damage. Has a 100% chance to lower the target's Speed by one stage."
779,snap-trap,grass,35,100,15,physical,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. rapid spin cancels this effect."
780,pyro-ball,fire,120,90,5,physical,"Inflicts regular damage. Has a 10% chance to burn the target."
781,behemoth-blade,steel,100,100,5,physical,""
782,behemoth-bash,steel,100,100,5,physical,""
783,aura-wheel,electric,110,100,10,physical,""
784,breaking-swipe,dragon,60,100,15,physical,"Inflicts regular damage. Lowers the target's Attack by one stage."
785,branch-poke,grass,40,100,40,physical,"Inflicts regular damage."
786,overdrive,electric,80,100,10,special,""
787,apple-acid,grass,80,100,10,special,""
788,grav-apple,grass,80,100,10,physical,"Inflicts regular damage. Lowers the target's Defense by one stage."
789,spirit-break,fairy,75,100,15,physical,"Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage."
790,strange-steam,fairy,90,95,10,special,"Inflicts regular damage. Has a 20% chance to confuse the target."
791,life-dew,water,,,10,status,""
792,obstruct,dark,,100,10,status,""
793,false-surrender,dark,80,,10,physical,"Inflicts regular damage. Ignores accuracy and evasion modifiers."
794,meteor-assault,fighting,150,100,5,physical,"Inflicts regular damage. User loses its next turn to "recharge", and cannot attack or switch out during that turn."
795,eternabeam,dragon,160,90,5,special,"Inflicts regular damage. User loses its next turn to "recharge", and cannot attack or switch out during that turn."
796,steel-beam,steel,140,95,5,special,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire."
797,expanding-force,psychic,80,100,10,special,"Inflicts regular damage."
798,steel-roller,steel,130,100,5,physical,"Inflicts regular damage."
799,scale-shot,dragon,25,90,20,physical,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit."
800,meteor-beam,rock,120,90,10,special,"Inflicts regular damage."
801,shell-side-arm,poison,90,100,10,special,"Inflicts regular damage."
802,misty-explosion,fairy,100,100,5,special,"Inflicts regular damage."
803,grassy-glide,grass,55,100,20,physical,"Inflicts regular damage."
804,rising-voltage,electric,70,100,20,special,"Inflicts regular damage."
805,terrain-pulse,normal,50,100,10,special,"Inflicts regular damage."
806,skitter-smack,bug,70,90,10,physical,"Inflicts regular damage."
807,burning-jealousy,fire,70,100,5,special,"Inflicts regular damage."
808,lash-out,dark,75,100,5,physical,"Inflicts regular damage."
809,poltergeist,ghost,110,90,5,physical,"Inflicts regular damage."
810,corrosive-gas,poison,,100,40,status,"Inflicts regular damage."
811,coaching,fighting,,,10,status,"Inflicts regular damage."
812,flip-turn,water,60,100,20,physical,"Inflicts regular damage."
813,triple-axel,ice,20,90,10,physical,"Inflicts regular damage."
814,dual-wingbeat,flying,40,90,10,physical,"Inflicts regular damage."
815,scorching-sands,ground,70,100,10,special,"Inflicts regular damage."
816,jungle-healing,grass,,,10,status,"Inflicts regular damage."
817,wicked-blow,dark,75,100,5,physical,"Inflicts regular damage."
818,surging-strikes,water,25,100,5,physical,"Inflicts regular damage."
819,thunder-cage,electric,80,90,15,special,"Inflicts regular damage."
820,dragon-energy,dragon,150,100,5,special,"Inflicts regular damage."
821,freezing-glare,psychic,90,100,10,special,"Inflicts regular damage."
822,fiery-wrath,dark,90,100,10,special,"Inflicts regular damage."
823,thunderous-kick,fighting,90,100,10,physical,"Inflicts regular damage."
824,glacial-lance,ice,120,100,5,physical,"Inflicts regular damage."
825,astral-barrage,ghost,120,100,5,special,"Inflicts regular damage."
826,eerie-spell,psychic,80,100,5,special,"Inflicts regular damage."
827,dire-claw,poison,80,100,15,physical,""
828,psyshield-bash,psychic,70,90,10,physical,""
829,power-shift,normal,0,,10,status,""
830,stone-axe,rock,65,90,15,physical,""
831,springtide-storm,fairy,100,80,5,special,""
832,mystical-power,psychic,70,90,10,special,""
833,raging-fury,fire,120,100,10,physical,""
834,wave-crash,water,120,100,10,physical,""
835,chloroblast,grass,150,95,5,special,""
836,mountain-gale,ice,100,85,10,physical,""
837,victory-dance,fighting,0,,10,status,""
838,headlong-rush,ground,120,100,5,physical,""
839,barb-barrage,poison,60,100,10,physical,""
840,esper-wing,psychic,80,100,10,special,""
841,bitter-malice,ghost,75,100,10,special,""
842,shelter,steel,0,,10,status,""
843,triple-arrows,fighting,90,100,10,physical,""
844,infernal-parade,ghost,60,100,15,special,""
845,ceaseless-edge,dark,65,90,15,physical,""
846,bleakwind-storm,flying,100,80,10,special,""
847,wildbolt-storm,electric,100,80,10,special,""
848,sandsear-storm,ground,100,80,10,special,""
849,lunar-blessing,psychic,0,,5,status,""
850,take-heart,psychic,0,,10,status,""
851,tera-blast,normal,80,100,10,special,""
852,silk-trap,bug,0,,10,status,""
853,axe-kick,fighting,120,90,10,physical,""
854,last-respects,ghost,50,100,10,physical,""
855,lumina-crash,psychic,80,100,10,special,""
856,order-up,dragon,80,100,10,physical,""
857,jet-punch,water,60,100,15,physical,""
858,spicy-extract,grass,0,,15,status,""
859,spin-out,steel,100,100,5,physical,""
860,population-bomb,normal,20,90,10,physical,""
861,ice-spinner,ice,80,100,15,physical,""
862,glaive-rush,dragon,120,100,5,physical,""
863,revival-blessing,normal,0,,1,status,""
864,salt-cure,rock,40,100,15,physical,""
865,triple-dive,water,30,95,10,physical,""
866,mortal-spin,poison,30,100,15,physical,""
867,doodle,normal,0,100,10,status,""
868,fillet-away,normal,0,,10,status,""
869,kowtow-cleave,dark,85,,10,physical,""
870,flower-trick,grass,70,,10,physical,""
871,torch-song,fire,80,100,10,special,""
872,aqua-step,water,80,100,10,physical,""
873,raging-bull,normal,90,100,10,physical,""
874,make-it-rain,steel,120,100,5,special,""
875,psyblade,psychic,80,100,15,physical,""
876,hydro-steam,water,80,100,15,special,""
877,ruination,dark,1,90,10,special,""
878,collision-course,fighting,100,100,5,physical,""
879,electro-drift,electric,100,100,5,special,""
880,shed-tail,normal,0,,10,status,""
881,chilly-reception,ice,0,,10,status,""
882,tidy-up,normal,0,,10,status,""
883,snowscape,ice,0,,10,status,""
884,pounce,bug,50,100,20,physical,""
885,trailblaze,grass,50,100,20,physical,""
886,chilling-water,water,50,100,20,special,""
887,hyper-drill,normal,100,100,5,physical,""
888,twin-beam,psychic,40,100,10,special,""
889,rage-fist,ghost,50,100,10,physical,""
890,armor-cannon,fire,120,100,5,special,""
891,bitter-blade,fire,90,100,10,physical,""
892,double-shock,electric,120,100,5,physical,""
893,gigaton-hammer,steel,160,100,5,physical,""
894,comeuppance,dark,1,100,10,physical,""
895,aqua-cutter,water,70,100,20,physical,""
896,blazing-torque,fire,80,100,10,physical,""
897,wicked-torque,dark,80,100,10,physical,""
898,noxious-torque,poison,100,100,10,physical,""
899,combat-torque,fighting,100,100,10,physical,""
900,magical-torque,fairy,100,100,10,physical,""
901,blood-moon,normal,140,100,5,special,""
902,matcha-gotcha,grass,80,90,15,special,""
903,syrup-bomb,grass,60,85,10,special,""
904,ivy-cudgel,grass,100,100,10,physical,""
905,electro-shot,electric,130,100,10,special,""
906,tera-starstorm,normal,120,100,5,special,""
907,fickle-beam,dragon,80,100,5,special,""
908,burning-bulwark,fire,0,0,10,status,""
909,thunderclap,electric,70,100,5,special,""
910,mighty-cleave,rock,95,100,5,physical,""
911,tachyon-cutter,steel,50,0,10,special,""
912,hard-press,steel,0,100,10,physical,""
913,dragon-cheer,dragon,0,0,15,status,""
914,alluring-voice,fairy,80,100,10,special,""
915,temper-flare,fire,75,100,10,physical,""
916,supercell-slam,electric,100,95,15,physical,""
917,psychic-noise,psychic,75,100,10,special,""
918,upper-hand,fighting,65,100,15,physical,""
919,malignant-chain,poison,100,100,5,special,""
